fold,accuracy,precision,recall,f1
1,0.8379888268156425,0.803030303030303,0.7681159420289855,0.7851851851851852
2,0.8146067415730337,0.7777777777777778,0.7205882352941176,0.7480916030534351
3,0.797752808988764,0.7580645161290323,0.6911764705882353,0.7230769230769231
4,0.8258426966292135,0.7846153846153846,0.75,0.7669172932330827
5,0.8314606741573034,0.782608695652174,0.782608695652174,0.782608695652174
